DateTime,PA07:NO2,PA07:NO,PA07:NOX,OBJECTID
2023/03/12 05:00:00+00,10,0,10,1689
2023/03/12 06:00:00+00,13,0,13,1690
2023/03/12 07:00:00+00,13.9,0.2,14.2,1691
2023/03/12 08:00:00+00,13.8,0.9,15.3,1692
2023/03/12 09:00:00+00,10.8,1.1,12.6,1693
2023/03/12 10:00:00+00,8.9,1.2,10.7,1694
2023/03/12 11:00:00+00,10.8,2.4,14.5,1695
2023/03/12 12:00:00+00,12.4,1.3,14.5,1696
2023/03/12 13:00:00+00,11,1.6,13.5,1697
2023/03/12 14:00:00+00,12.2,1.6,14.8,1698
2023/03/12 15:00:00+00,9.8,1,11.2,1699
2023/03/12 16:00:00+00,8,0.6,8.9,1700
2023/03/12 17:00:00+00,9.4,0.5,10.1,1701
2023/03/12 18:00:00+00,14.5,0.4,15,1702
2023/03/12 19:00:00+00,20.8,0.3,21.3,1703
2023/03/12 20:00:00+00,16.3,0.1,16.5,1704
2023/03/12 21:00:00+00,9.6,0,9.7,1705
2023/03/12 22:00:00+00,7.7,0,7.7,1706
2023/03/12 23:00:00+00,6.2,0,6.4,1707
2023/03/13 00:00:00+00,5.2,0,5.1,1708
2023/03/13 01:00:00+00,3.9,0,3.8,1709
2023/03/13 02:00:00+00,3,0,2.8,1710
2023/03/13 03:00:00+00,3,0,2.9,1711
2023/03/13 04:00:00+00,3.5,0,3.2,1712
2023/03/13 05:00:00+00,5,0,5.2,1713
2023/03/13 06:00:00+00,8.3,0.3,8.9,1714
2023/03/13 07:00:00+00,12.4,0.8,13.6,1715
2023/03/13 08:00:00+00,13.6,1.6,16.1,1716
2023/03/13 09:00:00+00,15.4,2,18.4,1717
2023/03/13 10:00:00+00,12.9,2.9,17.3,1718
2023/03/13 11:00:00+00,11.5,3.4,16.7,1719
2023/03/13 12:00:00+00,8.4,1.8,11.2,1720
2023/03/13 13:00:00+00,10.2,1,11.8,1721
2023/03/13 14:00:00+00,9.8,1.3,11.9,1722
2023/03/13 15:00:00+00,9.9,0.7,11,1723
2023/03/13 16:00:00+00,10.5,0.5,11.2,1724
2023/03/13 17:00:00+00,10.5,0.6,11.4,1725
2023/03/13 18:00:00+00,10.8,0.4,11.4,1726
2023/03/13 19:00:00+00,10,0.1,10.1,1727
2023/03/13 20:00:00+00,9.1,0,9.1,1728
2023/03/13 21:00:00+00,7.8,0,7.8,1729
2023/03/13 22:00:00+00,7.1,0,7.1,1730
2023/03/13 23:00:00+00,5.6,0,5.4,1731
2023/03/14 00:00:00+00,3.6,0,3.4,1732
2023/03/14 01:00:00+00,3.2,0,3,1733
2023/03/14 02:00:00+00,3.3,0,3,1734
2023/03/14 03:00:00+00,3.2,0,3,1735
2023/03/14 04:00:00+00,4,0,3.7,1736
2023/03/14 05:00:00+00,6.6,0,6.4,1737
2023/03/14 06:00:00+00,9,0.5,9.8,1738
2023/03/14 07:00:00+00,16.5,2.5,20.5,1739
2023/03/14 08:00:00+00,22,4.2,28.5,1740
2023/03/14 09:00:00+00,17.9,4,24.1,1741
2023/03/14 10:00:00+00,16.6,3.2,21.5,1742
2023/03/14 11:00:00+00,15.9,3.5,21.4,1743
2023/03/14 12:00:00+00,13,3.1,17.7,1744
2023/03/14 13:00:00+00,14.1,3.5,19.4,1745
2023/03/14 14:00:00+00,15.5,2.8,19.8,1746
2023/03/14 15:00:00+00,18.3,4.2,24.8,1747
2023/03/14 16:00:00+00,22.6,3.9,28.7,1748
2023/03/14 17:00:00+00,23.9,3.9,29.7,1749
2023/03/14 18:00:00+00,23.8,3.3,28.9,1750
2023/03/14 19:00:00+00,31.3,4.4,38,1751
2023/03/14 20:00:00+00,37.7,4.1,43.9,1752
2023/03/14 21:00:00+00,35.3,2.2,38.7,1753
2023/03/14 22:00:00+00,36.6,2.3,40,1754
2023/03/14 23:00:00+00,34.7,0.9,36.1,1755
2023/03/15 00:00:00+00,33.5,0.6,34.4,1756
2023/03/15 01:00:00+00,25.8,0.2,26.1,1757
2023/03/15 02:00:00+00,23.3,0.1,23.4,1758
2023/03/15 03:00:00+00,17.1,0.1,17.2,1759
2023/03/15 04:00:00+00,18.1,0,18.3,1760
2023/03/15 05:00:00+00,21.9,0.2,22.2,1761
2023/03/15 06:00:00+00,32.1,0.5,32.8,1762
2023/03/15 07:00:00+00,61.9,18.8,90,1763
2023/03/15 08:00:00+00,46.9,11.8,65,1764
2023/03/15 09:00:00+00,43.9,21.9,76.1,1765
2023/03/15 10:00:00+00,29.2,6.5,39.2,1766
2023/03/15 11:00:00+00,17.4,3.7,23.2,1767
2023/03/15 12:00:00+00,16.2,4,22.4,1768
2023/03/15 13:00:00+00,18.2,4.1,24.4,1769
2023/03/15 14:00:00+00,15.3,2.4,19,1770
2023/03/15 15:00:00+00,19.3,2.3,22.8,1771
2023/03/15 16:00:00+00,18.8,2,21.8,1772
2023/03/15 17:00:00+00,20.3,1.8,23.1,1773
2023/03/15 18:00:00+00,22.2,0.9,23.5,1774
2023/03/15 19:00:00+00,24.4,0.1,24.6,1775
2023/03/15 20:00:00+00,39.1,0.2,39.4,1776
2023/03/15 21:00:00+00,43.5,0.4,44.1,1777
2023/03/15 22:00:00+00,39.2,0.5,39.9,1778
2023/03/15 23:00:00+00,35,0.3,35.4,1779
2023/03/16 00:00:00+00,28.7,0.1,29,1780
2023/03/16 01:00:00+00,27.7,0.1,27.9,1781
2023/03/16 02:00:00+00,25,0.1,25.1,1782
2023/03/16 03:00:00+00,27.5,0.1,27.7,1783
2023/03/16 04:00:00+00,28.8,0.3,29.1,1784
2023/03/16 05:00:00+00,27.5,0.3,28,1785
2023/03/16 06:00:00+00,43,1.4,45.1,1786
2023/03/16 07:00:00+00,55.7,5.2,63.7,1787
2023/03/16 08:00:00+00,48.5,9.7,63.4,1788
2023/03/16 09:00:00+00,37.3,8.7,50.6,1789
2023/03/16 10:00:00+00,31.6,10,47,1790
2023/03/16 11:00:00+00,23.1,6.5,33.2,1791
2023/03/16 12:00:00+00,,,,1792
2023/03/16 13:00:00+00,,,,1793
2023/03/16 14:00:00+00,16.1,2.3,19.6,1794
2023/03/16 15:00:00+00,18,2.3,21.7,1795
2023/03/16 16:00:00+00,20.4,1.6,22.9,1796
2023/03/16 17:00:00+00,24.1,1.2,25.9,1797
2023/03/16 18:00:00+00,32.5,0.7,33.5,1798
2023/03/16 19:00:00+00,40.5,0.1,40.7,1799
2023/03/16 20:00:00+00,50.1,0.5,50.8,1800
2023/03/16 21:00:00+00,49.9,0.5,50.7,1801
2023/03/16 22:00:00+00,50.1,0.7,51.1,1802
2023/03/16 23:00:00+00,47.9,0.6,48.7,1803
2023/03/17 00:00:00+00,46.8,0.7,47.9,1804
2023/03/17 01:00:00+00,41.9,0.5,42.7,1805
2023/03/17 02:00:00+00,42.6,0.8,43.8,1806
2023/03/17 03:00:00+00,42.6,0.6,43.5,1807
2023/03/17 04:00:00+00,48.7,0.9,49.9,1808
2023/03/17 05:00:00+00,58.8,1.8,61.4,1809
2023/03/17 06:00:00+00,56.3,3.3,61.4,1810
2023/03/17 07:00:00+00,52.6,5.2,60.5,1811
2023/03/17 08:00:00+00,48.3,10.5,64.4,1812
2023/03/17 09:00:00+00,43.7,10.4,59.8,1813
2023/03/17 10:00:00+00,29.4,7.9,41.5,1814
2023/03/17 11:00:00+00,21.9,3.2,27,1815
2023/03/17 12:00:00+00,13.2,1.8,16,1816
2023/03/17 13:00:00+00,13,1.7,15.7,1817
2023/03/17 14:00:00+00,12.1,1.3,14.1,1818
2023/03/17 15:00:00+00,11.7,1,13.1,1819
2023/03/17 16:00:00+00,13.5,0.7,14.7,1820
2023/03/17 17:00:00+00,16.7,0.4,17.4,1821
2023/03/17 18:00:00+00,27.1,1,28.5,1822
2023/03/17 19:00:00+00,34.5,2.9,39,1823
2023/03/17 20:00:00+00,35,2.4,38.7,1824
2023/03/17 21:00:00+00,22.7,0.3,23.2,1825
2023/03/17 22:00:00+00,29.1,0.6,30,1826
2023/03/17 23:00:00+00,28.1,0.7,29.1,1827
2023/03/18 00:00:00+00,16.4,0.3,16.9,1828
2023/03/18 01:00:00+00,12.8,0.1,13.1,1829
2023/03/18 02:00:00+00,12.2,0,12.2,1830
2023/03/18 03:00:00+00,12.2,0,12.2,1831
2023/03/18 04:00:00+00,14.9,0.1,15,1832
2023/03/18 05:00:00+00,14.5,0.1,14.6,1833
2023/03/18 06:00:00+00,19.1,0.2,19.4,1834
2023/03/18 07:00:00+00,20.6,0.7,21.6,1835
2023/03/18 08:00:00+00,14.8,1.5,17.2,1836
2023/03/18 09:00:00+00,11,1.9,13.9,1837
2023/03/18 10:00:00+00,9.8,2,12.8,1838
2023/03/18 11:00:00+00,7.9,1.3,9.9,1839
2023/03/18 12:00:00+00,7.8,1.5,10.2,1840
2023/03/18 13:00:00+00,6.6,0.6,7.5,1841
2023/03/18 14:00:00+00,9.4,0.7,10.4,1842
2023/03/18 15:00:00+00,9.6,1.6,12,1843
2023/03/18 16:00:00+00,7.1,0.4,7.7,1844
2023/03/18 17:00:00+00,12.2,0.9,13.7,1845
2023/03/18 18:00:00+00,11.1,0.2,11.5,1846
2023/03/18 19:00:00+00,18.3,0.6,19.2,1847
2023/03/18 20:00:00+00,17.2,0.4,18.1,1848
2023/03/18 21:00:00+00,13,0.2,13.4,1849
2023/03/18 22:00:00+00,19.5,0.9,20.9,1850
2023/03/18 23:00:00+00,13.2,0.3,13.8,1851
2023/03/19 00:00:00+00,11.9,0.3,12.3,1852
2023/03/19 01:00:00+00,9.4,0,9.4,1853
2023/03/19 02:00:00+00,8.6,0,8.4,1854
2023/03/19 03:00:00+00,7.2,0,7,1855
2023/03/19 04:00:00+00,7.4,0,7.3,1856
2023/03/19 05:00:00+00,7.7,0,7.5,1857
2023/03/19 06:00:00+00,10.1,0,10,1858
2023/03/19 07:00:00+00,15,0.5,15.9,1859
2023/03/19 08:00:00+00,16.9,2.3,20.6,1860
2023/03/19 09:00:00+00,13.6,2.9,18.1,1861
2023/03/19 10:00:00+00,11.5,1.9,14.5,1862
2023/03/19 11:00:00+00,17.3,4.3,24,1863
2023/03/19 12:00:00+00,16.8,3.4,22,1864
2023/03/19 13:00:00+00,16.6,3,21.1,1865
2023/03/19 14:00:00+00,16.8,2.8,21.2,1866
2023/03/19 15:00:00+00,12.8,1.8,15.5,1867
2023/03/19 16:00:00+00,16.6,2.7,20.8,1868
2023/03/19 17:00:00+00,19.9,2.8,24.3,1869
2023/03/19 18:00:00+00,25.9,3.3,30.9,1870
2023/03/19 19:00:00+00,34.8,4,41,1871
2023/03/19 20:00:00+00,43.6,6.1,52.9,1872
2023/03/19 21:00:00+00,34.4,1.7,37,1873
2023/03/19 22:00:00+00,50.7,5.3,58.9,1874
2023/03/19 23:00:00+00,55.6,1.7,58.2,1875
2023/03/20 00:00:00+00,50.7,1.5,52.9,1876
2023/03/20 01:00:00+00,42,0.2,42.3,1877
2023/03/20 02:00:00+00,38.4,0.1,38.6,1878
2023/03/20 03:00:00+00,29.2,0.2,29.6,1879
2023/03/20 04:00:00+00,28.6,0.1,28.8,1880
2023/03/20 05:00:00+00,27.1,0,27.3,1881
2023/03/20 06:00:00+00,30.8,0.6,31.8,1882
2023/03/20 07:00:00+00,41.1,3,45.9,1883
2023/03/20 08:00:00+00,41,5.1,48.9,1884
2023/03/20 09:00:00+00,39.9,6.5,49.8,1885
2023/03/20 10:00:00+00,25.4,5.8,34.4,1886
2023/03/20 11:00:00+00,18,5.2,25.9,1887
2023/03/20 12:00:00+00,14.1,2.7,18.2,1888
2023/03/20 13:00:00+00,15.1,2.7,19.2,1889
2023/03/20 14:00:00+00,18.5,3.4,23.7,1890
2023/03/20 15:00:00+00,15.6,2,18.7,1891
2023/03/20 16:00:00+00,12.5,0.8,13.8,1892
2023/03/20 17:00:00+00,13.1,0.3,13.6,1893
2023/03/20 18:00:00+00,20.4,0.3,21,1894
2023/03/20 19:00:00+00,23.8,0.2,24.1,1895
2023/03/20 20:00:00+00,31.8,0.6,32.8,1896
2023/03/20 21:00:00+00,26.5,0.2,26.8,1897
2023/03/20 22:00:00+00,34.8,0.2,35.2,1898
2023/03/20 23:00:00+00,40.6,0.4,41.1,1899
2023/03/21 00:00:00+00,33.2,0.2,33.7,1900
2023/03/21 01:00:00+00,22.6,0.1,22.8,1901
2023/03/21 02:00:00+00,19.9,0,19.9,1902
2023/03/21 03:00:00+00,16.3,0,16.3,1903
2023/03/21 04:00:00+00,21.2,1.5,23.4,1904
2023/03/21 05:00:00+00,29,2.5,32.8,1905
2023/03/21 06:00:00+00,36.8,4.7,44.1,1906
2023/03/21 07:00:00+00,47.8,8.2,60.4,1907
2023/03/21 08:00:00+00,52,14.4,74.1,1908
2023/03/21 09:00:00+00,46.4,18.1,74.2,1909
2023/03/21 10:00:00+00,30.7,6.9,41.3,1910
2023/03/21 11:00:00+00,21.5,4.6,28.6,1911
2023/03/21 12:00:00+00,16.6,4.7,23.8,1912
2023/03/21 13:00:00+00,19.9,3.2,25.1,1913
2023/03/21 14:00:00+00,15.8,2.9,20.3,1914
2023/03/21 15:00:00+00,11.7,1.3,13.7,1915
2023/03/21 16:00:00+00,10.2,1.1,12,1916
2023/03/21 17:00:00+00,12.4,1,13.9,1917
2023/03/21 18:00:00+00,14.6,0.2,15,1918
2023/03/21 19:00:00+00,17.6,0,17.7,1919
2023/03/21 20:00:00+00,20.9,0.1,21.1,1920
2023/03/21 21:00:00+00,18,0.3,18.5,1921
2023/03/21 22:00:00+00,15,0.1,15.2,1922
2023/03/21 23:00:00+00,13.6,0.1,13.7,1923
2023/03/22 00:00:00+00,11.8,0,11.8,1924
2023/03/22 01:00:00+00,10.1,0,10,1925
2023/03/22 02:00:00+00,6,0,5.7,1926
2023/03/22 03:00:00+00,6,0,5.8,1927
2023/03/22 04:00:00+00,5.9,0.1,5.9,1928
2023/03/22 05:00:00+00,6.3,0,6,1929
2023/03/22 06:00:00+00,9.2,0,9.2,1930
2023/03/22 07:00:00+00,18.5,0.7,19.5,1931
2023/03/22 08:00:00+00,21.6,1.4,23.8,1932
2023/03/22 09:00:00+00,17.5,1.2,19.2,1933
2023/03/22 10:00:00+00,17.4,1.9,20.4,1934
2023/03/22 11:00:00+00,17,2.4,20.6,1935
2023/03/22 12:00:00+00,12.7,1.5,15.1,1936
2023/03/22 13:00:00+00,11.9,1.5,14.2,1937
2023/03/22 14:00:00+00,11.9,1.5,14.1,1938
2023/03/22 15:00:00+00,11,0.8,12.1,1939
2023/03/22 16:00:00+00,11.7,0.5,12.5,1940
2023/03/22 17:00:00+00,11.8,0.4,12.4,1941
2023/03/22 18:00:00+00,13,0.1,13.3,1942
2023/03/22 19:00:00+00,13.1,0.1,13.3,1943
2023/03/22 20:00:00+00,13.4,0.1,13.6,1944
2023/03/22 21:00:00+00,10.1,0,10.1,1945
2023/03/22 22:00:00+00,9.4,0.4,9.9,1946
2023/03/22 23:00:00+00,8.3,0,8.3,1947
2023/03/23 00:00:00+00,5.7,0,5.4,1948
2023/03/23 01:00:00+00,4.9,0,4.7,1949
2023/03/23 02:00:00+00,4.3,0,4,1950
2023/03/23 03:00:00+00,4,0,3.8,1951
2023/03/23 04:00:00+00,4.6,0,4.3,1952
2023/03/23 05:00:00+00,5.7,0,5.6,1953
2023/03/23 06:00:00+00,7.4,0,7.5,1954
2023/03/23 07:00:00+00,12.1,0.3,12.6,1955
2023/03/23 08:00:00+00,15.4,0.8,16.7,1956
2023/03/23 09:00:00+00,14.1,1.3,16,1957
2023/03/23 10:00:00+00,12.4,1.5,14.7,1958
2023/03/23 11:00:00+00,11.8,2,14.9,1959
2023/03/23 12:00:00+00,12.2,3,16.7,1960
2023/03/23 13:00:00+00,8.5,1.1,10.2,1961
2023/03/23 14:00:00+00,8.1,0.9,9.4,1962
2023/03/23 15:00:00+00,8.2,0.5,8.9,1963
2023/03/23 16:00:00+00,9.3,0.4,10.1,1964
2023/03/23 17:00:00+00,10.5,0.1,10.6,1965
2023/03/23 18:00:00+00,12.1,0.1,12.3,1966
2023/03/23 19:00:00+00,10.4,0,10.5,1967
2023/03/23 20:00:00+00,9.8,0.2,10.2,1968
2023/03/23 21:00:00+00,10.1,0,10.1,1969
2023/03/23 22:00:00+00,11.1,0,11,1970
2023/03/23 23:00:00+00,9.1,0,9,1971
2023/03/24 00:00:00+00,6.9,0,6.7,1972
2023/03/24 01:00:00+00,5.6,0,5.3,1973
2023/03/24 02:00:00+00,4.9,0,4.6,1974
2023/03/24 03:00:00+00,4.9,0,4.7,1975
2023/03/24 04:00:00+00,4.6,0,4.3,1976
2023/03/24 05:00:00+00,7,0,6.8,1977
2023/03/24 06:00:00+00,16.2,0.3,16.5,1978
2023/03/24 07:00:00+00,25.6,1.3,27.6,1979
2023/03/24 08:00:00+00,23.2,4,29.4,1980
2023/03/24 09:00:00+00,18.5,3.6,24,1981
2023/03/24 10:00:00+00,14.7,3.2,19.7,1982
2023/03/24 11:00:00+00,12.7,2,15.7,1983
2023/03/24 12:00:00+00,10.5,1.5,12.8,1984
2023/03/24 13:00:00+00,12.9,1.7,15.6,1985
2023/03/24 14:00:00+00,14.7,1.7,17.5,1986
2023/03/24 15:00:00+00,10.5,1.3,12.6,1987
2023/03/24 16:00:00+00,7.9,0.6,8.9,1988
2023/03/24 17:00:00+00,14.2,1,15.7,1989
2023/03/24 18:00:00+00,18.4,0.7,19.4,1990
2023/03/24 19:00:00+00,18.2,0.6,19,1991
2023/03/24 20:00:00+00,14.5,0.1,14.7,1992
2023/03/24 21:00:00+00,9.9,0,10,1993
2023/03/24 22:00:00+00,12.3,0.4,12.9,1994
2023/03/24 23:00:00+00,10.5,0,10.5,1995
2023/03/25 00:00:00+00,7.8,0,7.6,1996
2023/03/25 01:00:00+00,6.3,0,6,1997
2023/03/25 02:00:00+00,5.4,0,5.1,1998
2023/03/25 03:00:00+00,6.2,0,5.9,1999
2023/03/25 04:00:00+00,5.1,0,4.8,2000
2023/03/25 05:00:00+00,5,0,4.6,2001
2023/03/25 06:00:00+00,7.6,0,7.4,2002
2023/03/25 07:00:00+00,9,0.1,9.1,2003
2023/03/25 08:00:00+00,9.8,0.8,11.1,2004
2023/03/25 09:00:00+00,8,0.7,9,2005
2023/03/25 10:00:00+00,8.9,1.2,10.9,2006
2023/03/25 11:00:00+00,10.6,2.1,13.7,2007
2023/03/25 12:00:00+00,10.2,2.3,13.8,2008
2023/03/25 13:00:00+00,7.9,1.1,9.7,2009
2023/03/25 14:00:00+00,9.4,1.5,11.7,2010
2023/03/25 15:00:00+00,11.2,1.6,13.6,2011
2023/03/25 16:00:00+00,11.6,1.6,14.1,2012
2023/03/25 17:00:00+00,11.5,1.1,13.2,2013
2023/03/25 18:00:00+00,15.1,0.6,16.1,2014
2023/03/25 19:00:00+00,21.1,0.4,21.6,2015
2023/03/25 20:00:00+00,23.4,0.8,24.6,2016
2023/03/25 21:00:00+00,16.3,0,16.4,2017
2023/03/25 22:00:00+00,13.6,0.2,13.9,2018
2023/03/25 23:00:00+00,9.8,0,9.9,2019
2023/03/26 00:00:00+00,7.5,0,7.2,2020
2023/03/26 01:00:00+00,6.3,0,6.2,2021
2023/03/26 02:00:00+00,7.9,0,7.7,2022
2023/03/26 03:00:00+00,8.4,0,8.2,2023
2023/03/26 04:00:00+00,5,0,4.8,2024
2023/03/26 05:00:00+00,4.1,0,3.8,2025
2023/03/26 06:00:00+00,5.9,0.2,6.1,2026
2023/03/26 07:00:00+00,7,0,7,2027
2023/03/26 08:00:00+00,8.1,0.1,8.3,2028
2023/03/26 09:00:00+00,8,0.4,8.7,2029
2023/03/26 10:00:00+00,9.3,0.6,10.2,2030
2023/03/26 11:00:00+00,10.4,0.8,11.8,2031
2023/03/26 12:00:00+00,11.4,1.4,13.5,2032
2023/03/26 13:00:00+00,10.1,1,11.5,2033
2023/03/26 14:00:00+00,9.7,0.9,11.1,2034
2023/03/26 15:00:00+00,11.2,1.3,13.1,2035
2023/03/26 16:00:00+00,18.1,1.8,21,2036
2023/03/26 17:00:00+00,16.7,1.8,19.6,2037
2023/03/26 18:00:00+00,23.3,2.2,26.6,2038
2023/03/26 19:00:00+00,23.4,2,26.5,2039
2023/03/26 20:00:00+00,20.3,1.5,22.6,2040
2023/03/26 21:00:00+00,18.7,2.1,21.9,2041
2023/03/26 22:00:00+00,10.9,0.6,11.9,2042
2023/03/26 23:00:00+00,10,0.4,10.6,2043
2023/03/27 00:00:00+00,6.5,0,6.4,2044
2023/03/27 01:00:00+00,6.6,0,6.4,2045
2023/03/27 02:00:00+00,7.6,0,7.6,2046
2023/03/27 03:00:00+00,9.3,0,9.1,2047
2023/03/27 04:00:00+00,10.4,0,10.3,2048
2023/03/27 05:00:00+00,19.3,1,20.9,2049
2023/03/27 06:00:00+00,29.7,2.9,34.1,2050
2023/03/27 07:00:00+00,36.5,6.4,46.3,2051
2023/03/27 08:00:00+00,39.5,9.5,54.1,2052
2023/03/27 09:00:00+00,28.3,8.1,40.5,2053
2023/03/27 10:00:00+00,28.1,8.5,41,2054
2023/03/27 11:00:00+00,19.1,5.6,27.6,2055
2023/03/27 12:00:00+00,19.5,5.4,27.8,2056
2023/03/27 13:00:00+00,18.6,4.6,25.8,2057
2023/03/27 14:00:00+00,21.9,4.8,29.3,2058
2023/03/27 15:00:00+00,18,3.7,23.8,2059
2023/03/27 16:00:00+00,19.9,2.9,24.4,2060
2023/03/27 17:00:00+00,21.3,2.8,25.6,2061
2023/03/27 18:00:00+00,27.9,2.9,32.2,2062
2023/03/27 19:00:00+00,25.7,2,28.8,2063
2023/03/27 20:00:00+00,23,1,24.6,2064
2023/03/27 21:00:00+00,26.6,2.1,29.8,2065
2023/03/27 22:00:00+00,23.1,1.5,25.4,2066
2023/03/27 23:00:00+00,29.9,4.1,36,2067
2023/03/28 00:00:00+00,22,2.3,25.5,2068
2023/03/28 01:00:00+00,18.6,1.8,21.4,2069
2023/03/28 02:00:00+00,18.1,0.9,19.6,2070
2023/03/28 03:00:00+00,21.8,1.1,23.4,2071
2023/03/28 04:00:00+00,21.9,0.5,22.8,2072
2023/03/28 05:00:00+00,28.3,0.8,29.5,2073
2023/03/28 06:00:00+00,38.7,1.4,40.9,2074
2023/03/28 07:00:00+00,56.9,7.6,68.6,2075
2023/03/28 08:00:00+00,58.7,15.4,82.3,2076
2023/03/28 09:00:00+00,46.5,13.8,67.7,2077
2023/03/28 10:00:00+00,24.4,4,30.5,2078
2023/03/28 11:00:00+00,16.1,2.3,19.5,2079
2023/03/28 12:00:00+00,13.5,1.9,16.5,2080
2023/03/28 13:00:00+00,15.3,2.2,18.6,2081
2023/03/28 14:00:00+00,14.7,0.8,16.1,2082
2023/03/28 15:00:00+00,14.9,0.8,16.1,2083
2023/03/28 16:00:00+00,17.9,2.1,21.1,2084
2023/03/28 17:00:00+00,17.3,0.7,18.4,2085
2023/03/28 18:00:00+00,24.7,1,26.1,2086
2023/03/28 19:00:00+00,30.1,0.6,31,2087
2023/03/28 20:00:00+00,36.7,2.6,40.7,2088
2023/03/28 21:00:00+00,44.5,4.5,51.4,2089
2023/03/28 22:00:00+00,52,2.2,55.4,2090
2023/03/28 23:00:00+00,46.1,3.9,52,2091
2023/03/29 00:00:00+00,49.1,4.5,55.8,2092
2023/03/29 01:00:00+00,33.6,2.3,37.2,2093
2023/03/29 02:00:00+00,31,2.6,35,2094
2023/03/29 03:00:00+00,31.1,3.1,35.8,2095
2023/03/29 04:00:00+00,36.4,4,42.7,2096
2023/03/29 05:00:00+00,33.4,1,34.9,2097
2023/03/29 06:00:00+00,35,4.8,42.4,2098
2023/03/29 07:00:00+00,49.4,6,58.6,2099
2023/03/29 08:00:00+00,41.7,10.5,57.7,2100
2023/03/29 09:00:00+00,22.8,5.1,30.7,2101
2023/03/29 10:00:00+00,17.1,4,23.3,2102
2023/03/29 11:00:00+00,13.5,3.4,18.8,2103
2023/03/29 12:00:00+00,10.9,1.8,13.7,2104
2023/03/29 13:00:00+00,12.8,1.8,15.6,2105
2023/03/29 14:00:00+00,16.1,2.1,19.4,2106
2023/03/29 15:00:00+00,13.9,1.5,16.1,2107
2023/03/29 16:00:00+00,14.1,1.1,15.8,2108
2023/03/29 17:00:00+00,20.5,1.9,23.4,2109
2023/03/29 18:00:00+00,20.1,0.5,20.9,2110
2023/03/29 19:00:00+00,21,0.5,21.8,2111
2023/03/29 20:00:00+00,15.4,0,15.5,2112
2023/03/29 21:00:00+00,27.8,1.2,29.6,2113
2023/03/29 22:00:00+00,23.6,0.3,24,2114
2023/03/29 23:00:00+00,15.4,0,15.4,2115
2023/03/30 00:00:00+00,10.7,0,10.5,2116
2023/03/30 01:00:00+00,8.8,0,8.6,2117
2023/03/30 02:00:00+00,7.8,0,7.5,2118
2023/03/30 03:00:00+00,7.5,0,7.2,2119
2023/03/30 04:00:00+00,6.5,0,6.2,2120
2023/03/30 05:00:00+00,11.6,0,11.4,2121
2023/03/30 06:00:00+00,22.7,1.1,24.4,2122
2023/03/30 07:00:00+00,22.1,0.9,23.5,2123
2023/03/30 08:00:00+00,19.9,1,21.4,2124
2023/03/30 09:00:00+00,15.4,1.3,17.4,2125
2023/03/30 10:00:00+00,15.6,1.6,18.1,2126
2023/03/30 11:00:00+00,13.4,1.9,16.3,2127
2023/03/30 12:00:00+00,9.5,1.7,12,2128
2023/03/30 13:00:00+00,10.3,1.6,12.7,2129
2023/03/30 14:00:00+00,9.6,1.4,11.8,2130
2023/03/30 15:00:00+00,10.5,1.5,12.8,2131
2023/03/30 16:00:00+00,13.2,1.4,15.4,2132
2023/03/30 17:00:00+00,14,0.7,15,2133
2023/03/30 18:00:00+00,15.9,0.4,16.5,2134
2023/03/30 19:00:00+00,12.2,0.1,12.4,2135
2023/03/30 20:00:00+00,9,0.1,9,2136
2023/03/30 21:00:00+00,10.1,0.3,10.5,2137
2023/03/30 22:00:00+00,11.1,0.4,11.6,2138
2023/03/30 23:00:00+00,9.7,0.1,9.9,2139
2023/03/31 00:00:00+00,12.3,0.9,13.7,2140
2023/03/31 01:00:00+00,12.2,0.8,13.4,2141
2023/03/31 02:00:00+00,3.9,0,3.8,2142
2023/03/31 03:00:00+00,3.9,0,3.5,2143
2023/03/31 04:00:00+00,5.9,0.3,6.2,2144
2023/03/31 05:00:00+00,7.8,0.1,8,2145
2023/03/31 06:00:00+00,10.5,0.1,10.8,2146
2023/03/31 07:00:00+00,14.9,1,16.5,2147
2023/03/31 08:00:00+00,13.3,1.1,15,2148
2023/03/31 09:00:00+00,11.7,1.7,14.2,2149
2023/03/31 10:00:00+00,9.8,1.1,11.5,2150
2023/03/31 11:00:00+00,9.9,1.6,12.3,2151
2023/03/31 12:00:00+00,10.8,1.7,13.4,2152
2023/03/31 13:00:00+00,9.2,1.5,11.6,2153
2023/03/31 14:00:00+00,9.4,1,11,2154
2023/03/31 15:00:00+00,13.5,2.6,17.5,2155
2023/03/31 16:00:00+00,11.8,2.6,15.6,2156
2023/03/31 17:00:00+00,14.5,1.3,16.6,2157
2023/03/31 18:00:00+00,15.6,1.3,17.5,2158
2023/03/31 19:00:00+00,14.3,1,15.8,2159
2023/03/31 20:00:00+00,11.4,0.6,12.5,2160
2023/03/31 21:00:00+00,15,0.6,15.9,2161
2023/03/31 22:00:00+00,10.9,0.3,11.4,2162
2023/03/31 23:00:00+00,7.2,0,7.2,2163
2023/04/01 00:00:00+00,5.3,0,5,2164
2023/04/01 01:00:00+00,4.1,0,3.8,2165
2023/04/01 02:00:00+00,3.9,0,3.5,2166
2023/04/01 03:00:00+00,3.9,0,3.5,2167
2023/04/01 04:00:00+00,4,0,3.7,2168
2023/04/01 05:00:00+00,5.7,0,5.5,2169
2023/04/01 06:00:00+00,8,0.2,8.4,2170
