DateTime,PA07:NO2,PA07:NO,PA07:NOX,OBJECTID
2023/08/01 02:00:00+00,5.5,0.8,6.5,5094
2023/08/01 03:00:00+00,4.3,0,3.9,5095
2023/08/01 04:00:00+00,4.2,0,3.8,5096
2023/08/01 05:00:00+00,6.7,1.9,9.5,5097
2023/08/01 06:00:00+00,18.9,2,22,5098
2023/08/01 07:00:00+00,17,4.7,24.2,5099
2023/08/01 08:00:00+00,14.3,4.5,21.3,5100
2023/08/01 09:00:00+00,9.8,2.1,13.2,5101
2023/08/01 10:00:00+00,12.4,2.4,16,5102
2023/08/01 11:00:00+00,9.1,0.9,10.5,5103
2023/08/01 12:00:00+00,9.6,1.1,11.2,5104
2023/08/01 13:00:00+00,8.5,0.9,9.9,5105
2023/08/01 14:00:00+00,7,1,8.6,5106
2023/08/01 15:00:00+00,9.7,0.8,10.9,5107
2023/08/01 16:00:00+00,14.3,1.2,16,5108
2023/08/01 17:00:00+00,11.7,0.7,12.8,5109
2023/08/01 18:00:00+00,9.5,0.5,10.3,5110
2023/08/01 19:00:00+00,12.7,0.3,13.2,5111
2023/08/01 20:00:00+00,11.5,0.3,11.8,5112
2023/08/01 21:00:00+00,10.5,0,10.2,5113
2023/08/01 22:00:00+00,8.8,0,8.5,5114
2023/08/01 23:00:00+00,5.1,0,4.6,5115
2023/08/02 00:00:00+00,3.9,0,3.4,5116
2023/08/02 01:00:00+00,3.6,0,3.1,5117
2023/08/02 02:00:00+00,3.2,0,2.6,5118
2023/08/02 03:00:00+00,3.1,0,2.5,5119
2023/08/02 04:00:00+00,2.9,0,2.3,5120
2023/08/02 05:00:00+00,5.9,0.8,7,5121
2023/08/02 06:00:00+00,9.3,0.7,10.3,5122
2023/08/02 07:00:00+00,15.8,2.3,19.3,5123
2023/08/02 08:00:00+00,14.5,2.6,18.4,5124
2023/08/02 09:00:00+00,10.5,3,15.1,5125
2023/08/02 10:00:00+00,8,2.4,11.6,5126
2023/08/02 11:00:00+00,6.2,1.2,8,5127
2023/08/02 12:00:00+00,6.4,0.6,7.3,5128
2023/08/02 13:00:00+00,6.8,0.6,7.6,5129
2023/08/02 14:00:00+00,6.3,0.3,6.8,5130
2023/08/02 15:00:00+00,7.8,0.2,8.1,5131
2023/08/02 16:00:00+00,7.3,0.5,8.1,5132
2023/08/02 17:00:00+00,8.2,0.2,8.5,5133
2023/08/02 18:00:00+00,8.2,0.1,8.4,5134
2023/08/02 19:00:00+00,8.1,0.1,8.2,5135
2023/08/02 20:00:00+00,7,0.1,7,5136
2023/08/02 21:00:00+00,7.9,0,7.9,5137
2023/08/02 22:00:00+00,7.4,0.1,7.5,5138
2023/08/02 23:00:00+00,4.6,0,4.2,5139
2023/08/03 00:00:00+00,3.3,0,2.8,5140
2023/08/03 01:00:00+00,2.9,0,2.3,5141
2023/08/03 02:00:00+00,3,0,2.5,5142
2023/08/03 03:00:00+00,2.5,0,1.9,5143
2023/08/03 04:00:00+00,3.8,0,3.3,5144
2023/08/03 05:00:00+00,8.3,2,11,5145
2023/08/03 06:00:00+00,13,2.7,17,5146
2023/08/03 07:00:00+00,16.8,1.1,18.6,5147
2023/08/03 08:00:00+00,17.6,1.3,19.7,5148
2023/08/03 09:00:00+00,15.1,1.7,17.8,5149
2023/08/03 10:00:00+00,12.2,1.5,14.4,5150
2023/08/03 11:00:00+00,13.3,1.8,16.2,5151
2023/08/03 12:00:00+00,10,1,11.4,5152
2023/08/03 13:00:00+00,8.3,1,9.9,5153
2023/08/03 14:00:00+00,16.8,2,19.8,5154
2023/08/03 15:00:00+00,26,1.8,28.7,5155
2023/08/03 16:00:00+00,26.5,2.1,29.6,5156
2023/08/03 17:00:00+00,27.2,1.9,30.1,5157
2023/08/03 18:00:00+00,27.9,1.7,30.4,5158
2023/08/03 19:00:00+00,27,1.1,28.9,5159
2023/08/03 20:00:00+00,32.4,3.9,38.5,5160
2023/08/03 21:00:00+00,37.2,4.5,44.1,5161
2023/08/03 22:00:00+00,35.4,3.4,40.5,5162
2023/08/03 23:00:00+00,24.1,1.6,26.5,5163
2023/08/04 00:00:00+00,12.8,0.1,13,5164
2023/08/04 01:00:00+00,11.6,0.2,11.8,5165
2023/08/04 02:00:00+00,9.9,0,9.8,5166
2023/08/04 03:00:00+00,11,0,10.8,5167
2023/08/04 04:00:00+00,11.1,0.3,11.4,5168
2023/08/04 05:00:00+00,14.3,0.5,14.9,5169
2023/08/04 06:00:00+00,21.6,1.7,24.2,5170
2023/08/04 07:00:00+00,26.7,5.3,34.8,5171
2023/08/04 08:00:00+00,27,6.3,36.7,5172
2023/08/04 09:00:00+00,23.9,6.5,33.9,5173
2023/08/04 10:00:00+00,20.8,6.1,30.2,5174
2023/08/04 11:00:00+00,18.4,3.2,23.2,5175
2023/08/04 12:00:00+00,18.1,1.6,20.6,5176
2023/08/04 13:00:00+00,22,2.3,25.6,5177
2023/08/04 14:00:00+00,17.9,2.1,21.1,5178
2023/08/04 15:00:00+00,16.8,2.1,20,5179
2023/08/04 16:00:00+00,20.9,2.3,24.4,5180
2023/08/04 17:00:00+00,26.6,2.4,30.2,5181
2023/08/04 18:00:00+00,35.1,2.6,39.1,5182
2023/08/04 19:00:00+00,25.4,1.8,28.2,5183
2023/08/04 20:00:00+00,34.9,2.8,39.1,5184
2023/08/04 21:00:00+00,36.1,2.7,40.2,5185
2023/08/04 22:00:00+00,29.5,1.7,32,5186
2023/08/04 23:00:00+00,24.4,1.2,26.3,5187
2023/08/05 00:00:00+00,18.9,0.3,19.3,5188
2023/08/05 01:00:00+00,12.2,0,11.9,5189
2023/08/05 02:00:00+00,11.6,0,11.3,5190
2023/08/05 03:00:00+00,9.5,0,9,5191
2023/08/05 04:00:00+00,9,0,8.5,5192
2023/08/05 05:00:00+00,10.7,0,10.3,5193
2023/08/05 06:00:00+00,14.4,2,17.3,5194
2023/08/05 07:00:00+00,11.3,0.7,12.4,5195
2023/08/05 08:00:00+00,8.7,0.3,9.3,5196
2023/08/05 09:00:00+00,8.4,0.3,8.9,5197
2023/08/05 10:00:00+00,8.6,0.4,9.1,5198
2023/08/05 11:00:00+00,6.2,0.1,6.4,5199
2023/08/05 12:00:00+00,5.8,0.1,5.8,5200
2023/08/05 13:00:00+00,4.7,0,4.7,5201
2023/08/05 14:00:00+00,4.3,0.1,4.5,5202
2023/08/05 15:00:00+00,4.5,0,4.5,5203
2023/08/05 16:00:00+00,5.1,0.1,5.1,5204
2023/08/05 17:00:00+00,5.4,0.2,5.7,5205
2023/08/05 18:00:00+00,10,0.6,10.9,5206
2023/08/05 19:00:00+00,7,0.4,7.6,5207
2023/08/05 20:00:00+00,8.5,0.9,9.8,5208
2023/08/05 21:00:00+00,10,0.5,10.8,5209
2023/08/05 22:00:00+00,8.1,0.2,8.3,5210
2023/08/05 23:00:00+00,7.2,0.1,7.3,5211
2023/08/06 00:00:00+00,5.3,0,5.1,5212
2023/08/06 01:00:00+00,4.9,0,4.6,5213
2023/08/06 02:00:00+00,4.4,0,4.1,5214
2023/08/06 03:00:00+00,4.5,0,4.1,5215
2023/08/06 04:00:00+00,4.5,0,4,5216
2023/08/06 05:00:00+00,5.6,0,5.1,5217
2023/08/06 06:00:00+00,7.6,0.4,8.3,5218
2023/08/06 07:00:00+00,8.2,0.6,9.2,5219
2023/08/06 08:00:00+00,7.6,1.2,9.5,5220
2023/08/06 09:00:00+00,7.3,1.3,9.4,5221
2023/08/06 10:00:00+00,8.9,1.5,11.3,5222
2023/08/06 11:00:00+00,9,1.8,11.7,5223
2023/08/06 12:00:00+00,9,2.1,12.2,5224
2023/08/06 13:00:00+00,13.5,2.6,17.5,5225
2023/08/06 14:00:00+00,13.3,2.1,16.5,5226
2023/08/06 15:00:00+00,13,1.2,14.8,5227
2023/08/06 16:00:00+00,12.8,1.5,15.2,5228
2023/08/06 17:00:00+00,15,2,18,5229
2023/08/06 18:00:00+00,14.2,1.3,16.3,5230
2023/08/06 19:00:00+00,22.4,2.4,26.1,5231
2023/08/06 20:00:00+00,24.8,1,26.4,5232
2023/08/06 21:00:00+00,29.9,1.4,32.2,5233
2023/08/06 22:00:00+00,22.8,0.5,23.7,5234
2023/08/06 23:00:00+00,17.2,0,16.9,5235
2023/08/07 00:00:00+00,11.5,0.3,11.7,5236
2023/08/07 01:00:00+00,6.7,0,6.3,5237
2023/08/07 02:00:00+00,4,0,3.5,5238
2023/08/07 03:00:00+00,4.9,0,4.5,5239
2023/08/07 04:00:00+00,6.8,0,6.6,5240
2023/08/07 05:00:00+00,14.8,1.4,17,5241
2023/08/07 06:00:00+00,20.8,2.4,24.5,5242
2023/08/07 07:00:00+00,19,3.3,24.2,5243
2023/08/07 08:00:00+00,19.8,3.8,25.6,5244
2023/08/07 09:00:00+00,16.1,4.2,22.6,5245
2023/08/07 10:00:00+00,13.1,2.1,16.3,5246
2023/08/07 11:00:00+00,13.2,2.5,17,5247
2023/08/07 12:00:00+00,12.7,2,15.8,5248
2023/08/07 13:00:00+00,12.3,1.8,15.1,5249
2023/08/07 14:00:00+00,10.6,1.1,12.3,5250
2023/08/07 15:00:00+00,8.4,0.4,9,5251
2023/08/07 16:00:00+00,14.9,1.7,17.5,5252
2023/08/07 17:00:00+00,18.3,1.9,21.3,5253
2023/08/07 18:00:00+00,18.7,1.2,20.6,5254
2023/08/07 19:00:00+00,23.4,2.7,27.5,5255
2023/08/07 20:00:00+00,27.9,2.1,31.1,5256
2023/08/07 21:00:00+00,34.4,3,39.1,5257
2023/08/07 22:00:00+00,28,1.2,29.8,5258
2023/08/07 23:00:00+00,28.4,0.7,29.6,5259
2023/08/08 00:00:00+00,18.6,0,18.6,5260
2023/08/08 01:00:00+00,14.6,0.3,15,5261
2023/08/08 02:00:00+00,14.5,0,14.2,5262
2023/08/08 03:00:00+00,12.9,0,12.7,5263
2023/08/08 04:00:00+00,12.2,0,12,5264
2023/08/08 05:00:00+00,13.6,0,13.4,5265
2023/08/08 06:00:00+00,27,1.7,29.7,5266
2023/08/08 07:00:00+00,24.9,3.9,30.8,5267
2023/08/08 08:00:00+00,18.8,3,23.5,5268
2023/08/08 09:00:00+00,18.2,3.7,23.9,5269
2023/08/08 10:00:00+00,15.1,2.6,19.2,5270
2023/08/08 11:00:00+00,11.1,1.8,13.8,5271
2023/08/08 12:00:00+00,15.9,1.9,18.9,5272
2023/08/08 13:00:00+00,11.4,0.9,12.7,5273
2023/08/08 14:00:00+00,10.7,0.9,12,5274
2023/08/08 15:00:00+00,10.4,1.5,12.7,5275
2023/08/08 16:00:00+00,9.7,0.4,10.2,5276
2023/08/08 17:00:00+00,13.2,0.4,13.6,5277
2023/08/08 18:00:00+00,19.6,0.5,20.3,5278
2023/08/08 19:00:00+00,23.6,0.4,24.3,5279
2023/08/08 20:00:00+00,23.6,0.2,23.6,5280
2023/08/08 21:00:00+00,34.7,0.6,35.7,5281
2023/08/08 22:00:00+00,26.4,0.2,26.7,5282
2023/08/08 23:00:00+00,22,0.7,23,5283
2023/08/09 00:00:00+00,12.7,0.5,13.2,5284
2023/08/09 01:00:00+00,10.7,0,10.4,5285
2023/08/09 02:00:00+00,7.6,0,7.3,5286
2023/08/09 03:00:00+00,4.6,0,4.2,5287
2023/08/09 04:00:00+00,5.7,0,5.4,5288
2023/08/09 05:00:00+00,8.4,0.1,8.4,5289
2023/08/09 06:00:00+00,14.7,1.7,17.3,5290
2023/08/09 07:00:00+00,18.1,3.1,22.8,5291
2023/08/09 08:00:00+00,17.7,3.6,23.2,5292
2023/08/09 09:00:00+00,14.5,4.2,21,5293
2023/08/09 10:00:00+00,20.3,6.3,29.9,5294
2023/08/09 11:00:00+00,19.8,5.4,28.2,5295
2023/08/09 12:00:00+00,18,3.2,22.9,5296
2023/08/09 13:00:00+00,13.7,2.2,17.1,5297
2023/08/09 14:00:00+00,21.2,2.5,25,5298
2023/08/09 15:00:00+00,22.7,2.3,26.3,5299
2023/08/09 16:00:00+00,20.2,2,23.3,5300
2023/08/09 17:00:00+00,20.8,2.2,24.3,5301
2023/08/09 18:00:00+00,29,2.2,32.6,5302
2023/08/09 19:00:00+00,41.5,1,43,5303
2023/08/09 20:00:00+00,70.4,25.8,110,5304
2023/08/09 21:00:00+00,74.7,34.1,127.1,5305
2023/08/09 22:00:00+00,73.9,34.6,127.1,5306
2023/08/09 23:00:00+00,66.6,68.8,172.2,5307
2023/08/10 00:00:00+00,62.7,47.1,134.9,5308
2023/08/10 01:00:00+00,59.1,28.3,102.4,5309
2023/08/10 02:00:00+00,53.8,25.8,93.4,5310
2023/08/10 03:00:00+00,49.6,15.5,73.4,5311
2023/08/10 04:00:00+00,38.2,2.1,41.4,5312
2023/08/10 05:00:00+00,32.5,1.1,34.2,5313
2023/08/10 06:00:00+00,42.2,11.9,60.4,5314
2023/08/10 07:00:00+00,27.4,2.9,31.7,5315
2023/08/10 08:00:00+00,28.6,4,34.7,5316
2023/08/10 09:00:00+00,24.7,3.1,29.4,5317
2023/08/10 10:00:00+00,11.7,1.8,14.3,5318
2023/08/10 11:00:00+00,9.8,0.7,10.8,5319
2023/08/10 12:00:00+00,6.4,0.2,6.7,5320
2023/08/10 13:00:00+00,7.2,0.2,7.5,5321
2023/08/10 14:00:00+00,9.6,1.1,11.4,5322
2023/08/10 15:00:00+00,8.4,0.4,9,5323
2023/08/10 16:00:00+00,8.2,0,8.2,5324
2023/08/10 17:00:00+00,11.6,0.2,12,5325
2023/08/10 18:00:00+00,12,0,12,5326
2023/08/10 19:00:00+00,16.6,0,16.4,5327
2023/08/10 20:00:00+00,14.2,0,13.7,5328
2023/08/10 21:00:00+00,26.4,0.5,27,5329
2023/08/10 22:00:00+00,27.5,0,27.2,5330
2023/08/10 23:00:00+00,38.8,0,38.8,5331
2023/08/11 00:00:00+00,44.8,0.1,45.1,5332
2023/08/11 01:00:00+00,40.6,0,40.6,5333
2023/08/11 02:00:00+00,40.9,0.1,41,5334
2023/08/11 03:00:00+00,29.7,0,29.8,5335
2023/08/11 04:00:00+00,29.9,0,30,5336
2023/08/11 05:00:00+00,35.7,0.9,37,5337
2023/08/11 06:00:00+00,46.7,7.8,58.5,5338
2023/08/11 07:00:00+00,49.7,15.2,73,5339
2023/08/11 08:00:00+00,21.4,3.2,26.2,5340
2023/08/11 09:00:00+00,21.7,3.5,27.1,5341
2023/08/11 10:00:00+00,20,2.3,23.5,5342
2023/08/11 11:00:00+00,21.3,2.1,24.6,5343
2023/08/11 12:00:00+00,11.5,0.6,12.5,5344
2023/08/11 13:00:00+00,13.8,0.6,14.8,5345
2023/08/11 14:00:00+00,13.5,0.5,14.3,5346
2023/08/11 15:00:00+00,14,1,15.6,5347
2023/08/11 16:00:00+00,12.3,0.6,13.2,5348
2023/08/11 17:00:00+00,16.5,0.5,17.3,5349
2023/08/11 18:00:00+00,20.7,0.3,21,5350
2023/08/11 19:00:00+00,19.9,0.5,20.7,5351
2023/08/11 20:00:00+00,17.6,0.2,18.1,5352
2023/08/11 21:00:00+00,11.3,0,11.3,5353
2023/08/11 22:00:00+00,11.6,0,11.6,5354
2023/08/11 23:00:00+00,9,0,8.8,5355
2023/08/12 00:00:00+00,8.5,0,8.3,5356
2023/08/12 01:00:00+00,7.9,0,7.7,5357
2023/08/12 02:00:00+00,6.9,0,6.8,5358
2023/08/12 03:00:00+00,5.4,0,5,5359
2023/08/12 04:00:00+00,5.9,0,5.5,5360
2023/08/12 05:00:00+00,7,0,6.7,5361
2023/08/12 06:00:00+00,11.6,0.2,11.9,5362
2023/08/12 07:00:00+00,12.1,1.1,13.8,5363
2023/08/12 08:00:00+00,13.2,1.7,15.9,5364
2023/08/12 09:00:00+00,15.7,1.5,18.1,5365
2023/08/12 10:00:00+00,12.2,1.2,14,5366
2023/08/12 11:00:00+00,12.4,1.9,15.2,5367
2023/08/12 12:00:00+00,9.2,1.1,10.9,5368
2023/08/12 13:00:00+00,14.1,1.8,17,5369
2023/08/12 14:00:00+00,9.5,1.2,11.3,5370
2023/08/12 15:00:00+00,9.7,0.5,10.5,5371
2023/08/12 16:00:00+00,11.4,0.7,12.6,5372
2023/08/12 17:00:00+00,12.5,0.4,13.2,5373
2023/08/12 18:00:00+00,15.8,0.3,16.2,5374
2023/08/12 19:00:00+00,21.1,0.2,21.4,5375
2023/08/12 20:00:00+00,31.1,0.5,31.8,5376
2023/08/12 21:00:00+00,40.6,2.4,44.4,5377
2023/08/12 22:00:00+00,48.4,1.5,50.7,5378
2023/08/12 23:00:00+00,50.7,1.6,53.2,5379
2023/08/13 00:00:00+00,28.5,0.1,28.6,5380
2023/08/13 01:00:00+00,11.9,0,11.5,5381
2023/08/13 02:00:00+00,7.2,0,6.8,5382
2023/08/13 03:00:00+00,6.6,0,6,5383
2023/08/13 04:00:00+00,6.7,0,6.2,5384
2023/08/13 05:00:00+00,7,0,6.6,5385
2023/08/13 06:00:00+00,7.9,0,7.6,5386
2023/08/13 07:00:00+00,7.7,0.1,7.8,5387
2023/08/13 08:00:00+00,7.9,0.4,8.6,5388
2023/08/13 09:00:00+00,9.8,0.9,11.1,5389
2023/08/13 10:00:00+00,10.3,2,13.2,5390
2023/08/13 11:00:00+00,10.1,1.4,12.2,5391
2023/08/13 12:00:00+00,6.9,0.6,7.8,5392
2023/08/13 13:00:00+00,7.7,1.1,9.4,5393
2023/08/13 14:00:00+00,7.2,0.4,8,5394
2023/08/13 15:00:00+00,10.4,1,12,5395
2023/08/13 16:00:00+00,10.9,0.5,11.7,5396
2023/08/13 17:00:00+00,12,0.5,12.8,5397
2023/08/13 18:00:00+00,19.4,0.6,20.4,5398
2023/08/13 19:00:00+00,19.9,0.1,20,5399
2023/08/13 20:00:00+00,29.6,1.2,31.1,5400
2023/08/13 21:00:00+00,49.8,1.4,51.8,5401
2023/08/13 22:00:00+00,,,,5402
2023/08/13 23:00:00+00,,,,5403
2023/08/14 00:00:00+00,,,,5404
2023/08/14 01:00:00+00,,,,5405
2023/08/14 02:00:00+00,,,,5406
2023/08/14 03:00:00+00,24.7,0.2,25.1,5407
2023/08/14 04:00:00+00,16.8,0,16.7,5408
2023/08/14 05:00:00+00,18.2,0,18,5409
2023/08/14 06:00:00+00,31.1,1.3,33.3,5410
2023/08/14 07:00:00+00,25.6,3,30.2,5411
2023/08/14 08:00:00+00,26,4.3,32.6,5412
2023/08/14 09:00:00+00,19.4,2.9,23.9,5413
2023/08/14 10:00:00+00,15.1,2.6,19.1,5414
2023/08/14 11:00:00+00,14.2,2.4,17.9,5415
2023/08/14 12:00:00+00,10.8,0.8,12,5416
2023/08/14 13:00:00+00,7.9,0.2,8.2,5417
2023/08/14 14:00:00+00,6.6,0.2,7,5418
2023/08/14 15:00:00+00,8.5,0.5,9.2,5419
2023/08/14 16:00:00+00,8,0,7.9,5420
2023/08/14 17:00:00+00,10.8,0,10.9,5421
2023/08/14 18:00:00+00,16.8,0,16.7,5422
2023/08/14 19:00:00+00,24,0.3,24.4,5423
2023/08/14 20:00:00+00,19,0,18.9,5424
2023/08/14 21:00:00+00,18.1,0.2,18.4,5425
2023/08/14 22:00:00+00,17.8,0.8,18.9,5426
2023/08/14 23:00:00+00,16.2,0.8,17.4,5427
2023/08/15 00:00:00+00,10.6,0,10.4,5428
2023/08/15 01:00:00+00,9,0,8.7,5429
2023/08/15 02:00:00+00,7.5,0,7.2,5430
2023/08/15 03:00:00+00,9,0,8.7,5431
2023/08/15 04:00:00+00,6.5,0,6.1,5432
2023/08/15 05:00:00+00,7.5,0,7.1,5433
2023/08/15 06:00:00+00,11.4,0.2,11.7,5434
2023/08/15 07:00:00+00,15.4,0.9,16.9,5435
2023/08/15 08:00:00+00,12.3,1.1,13.9,5436
2023/08/15 09:00:00+00,10.7,1.7,13.5,5437
2023/08/15 10:00:00+00,14.5,4.4,21.2,5438
2023/08/15 11:00:00+00,9.3,1.2,11.2,5439
2023/08/15 12:00:00+00,10.5,1.1,12.2,5440
2023/08/15 13:00:00+00,12.3,0.9,13.7,5441
2023/08/15 14:00:00+00,10.8,1.4,13,5442
2023/08/15 15:00:00+00,13.3,0.7,14.4,5443
2023/08/15 16:00:00+00,15.6,0.8,16.9,5444
2023/08/15 17:00:00+00,16.9,1.2,18.7,5445
2023/08/15 18:00:00+00,22.9,1.4,25.1,5446
2023/08/15 19:00:00+00,25.2,1.8,27.9,5447
2023/08/15 20:00:00+00,44.6,4.5,51.5,5448
2023/08/15 21:00:00+00,54.5,6.3,64.3,5449
2023/08/15 22:00:00+00,46.2,2.6,50.3,5450
2023/08/15 23:00:00+00,16.6,0.3,16.8,5451
2023/08/16 00:00:00+00,9.3,0,9,5452
2023/08/16 01:00:00+00,7.7,0,7.4,5453
2023/08/16 02:00:00+00,7.6,0,7.2,5454
2023/08/16 03:00:00+00,6.9,0,6.6,5455
2023/08/16 04:00:00+00,9.6,0,9.4,5456
2023/08/16 05:00:00+00,13.3,0,13.1,5457
2023/08/16 06:00:00+00,25.7,0.9,27.1,5458
2023/08/16 07:00:00+00,31.8,3.6,37.4,5459
2023/08/16 08:00:00+00,35.4,6.8,45.8,5460
2023/08/16 09:00:00+00,34.7,8.9,48.3,5461
2023/08/16 10:00:00+00,29.8,5,37.5,5462
2023/08/16 11:00:00+00,30.8,5.3,38.9,5463
2023/08/16 12:00:00+00,20.5,2.7,24.7,5464
2023/08/16 13:00:00+00,18.6,1.8,21.4,5465
2023/08/16 14:00:00+00,21.7,2.2,25,5466
2023/08/16 15:00:00+00,24.9,2.4,28.6,5467
2023/08/16 16:00:00+00,31.2,2.7,35.4,5468
2023/08/16 17:00:00+00,22,1.6,24.4,5469
2023/08/16 18:00:00+00,22.6,0.7,23.7,5470
2023/08/16 19:00:00+00,30.9,1.5,33.2,5471
2023/08/16 20:00:00+00,21.2,0,20.9,5472
2023/08/16 21:00:00+00,25.5,0,25.3,5473
2023/08/16 22:00:00+00,29.7,0,29.5,5474
2023/08/16 23:00:00+00,22.4,0,22.1,5475
2023/08/17 00:00:00+00,17.5,0,17.2,5476
2023/08/17 01:00:00+00,13.3,0,13.2,5477
2023/08/17 02:00:00+00,12.7,0,12.5,5478
2023/08/17 03:00:00+00,8.4,0,8.2,5479
2023/08/17 04:00:00+00,11.3,0,11.1,5480
2023/08/17 05:00:00+00,19.7,0,19.7,5481
2023/08/17 06:00:00+00,30.8,1.4,33,5482
2023/08/17 07:00:00+00,41.4,7,52.1,5483
2023/08/17 08:00:00+00,33.3,5.4,41.6,5484
2023/08/17 09:00:00+00,24.5,3.2,29.4,5485
2023/08/17 10:00:00+00,13.2,1,14.6,5486
2023/08/17 11:00:00+00,12.4,0.7,13.5,5487
2023/08/17 12:00:00+00,14.7,0.9,16.2,5488
2023/08/17 13:00:00+00,14.3,0.9,15.7,5489
2023/08/17 14:00:00+00,27.7,2.5,31.6,5490
2023/08/17 15:00:00+00,20.7,0.9,22.1,5491
2023/08/17 16:00:00+00,11.9,0.2,12.2,5492
2023/08/17 17:00:00+00,11.9,0.4,12.5,5493
2023/08/17 18:00:00+00,14.2,0,14.1,5494
2023/08/17 19:00:00+00,14.9,0.4,15.5,5495
2023/08/17 20:00:00+00,24.1,0.4,24.5,5496
2023/08/17 21:00:00+00,30.3,0.2,30.6,5497
2023/08/17 22:00:00+00,27.8,1.2,29.5,5498
2023/08/17 23:00:00+00,20.8,0,20.6,5499
2023/08/18 00:00:00+00,14.6,0,14.4,5500
2023/08/18 01:00:00+00,11.2,0,11,5501
2023/08/18 02:00:00+00,12.3,0,12.1,5502
2023/08/18 03:00:00+00,13.6,0,13.5,5503
2023/08/18 04:00:00+00,16.6,0.4,17.2,5504
2023/08/18 05:00:00+00,21.5,0.3,22,5505
2023/08/18 06:00:00+00,33.5,2.6,37.5,5506
2023/08/18 07:00:00+00,36.9,6.4,46.8,5507
2023/08/18 08:00:00+00,39.7,7.4,51,5508
2023/08/18 09:00:00+00,35.4,9,49.3,5509
2023/08/18 10:00:00+00,26.8,4.5,33.7,5510
2023/08/18 11:00:00+00,22.1,1.8,24.7,5511
2023/08/18 12:00:00+00,16.3,0.4,16.8,5512
2023/08/18 13:00:00+00,14.2,0.5,14.9,5513
2023/08/18 14:00:00+00,11.2,0.1,11.3,5514
2023/08/18 15:00:00+00,13.8,0.3,14.3,5515
2023/08/18 16:00:00+00,11.8,0.2,12.1,5516
2023/08/18 17:00:00+00,12.6,0.1,12.7,5517
2023/08/18 18:00:00+00,12.1,0,11.9,5518
2023/08/18 19:00:00+00,17.8,0,17.6,5519
2023/08/18 20:00:00+00,19.3,0,19,5520
2023/08/18 21:00:00+00,27,0,26.7,5521
2023/08/18 22:00:00+00,38.2,0,38.1,5522
2023/08/18 23:00:00+00,24.1,0.3,24.3,5523
2023/08/19 00:00:00+00,21.9,0.2,22,5524
2023/08/19 01:00:00+00,16.7,0,16.4,5525
2023/08/19 02:00:00+00,14.3,0,14.2,5526
2023/08/19 03:00:00+00,10.4,0.7,11.4,5527
2023/08/19 04:00:00+00,7,0,7,5528
2023/08/19 05:00:00+00,7.6,0,7.4,5529
2023/08/19 06:00:00+00,9.9,0,9.7,5530
2023/08/19 07:00:00+00,13,0.1,13.1,5531
2023/08/19 08:00:00+00,17.4,1,19,5532
2023/08/19 09:00:00+00,10,0.1,10.2,5533
2023/08/19 10:00:00+00,17.8,0.7,18.8,5534
2023/08/19 11:00:00+00,15.1,1.4,17.3,5535
2023/08/19 12:00:00+00,9.8,1.1,11.5,5536
2023/08/19 13:00:00+00,7.5,0.6,8.5,5537
2023/08/19 14:00:00+00,6.4,0.6,7.2,5538
2023/08/19 15:00:00+00,6.4,0.4,7.1,5539
2023/08/19 16:00:00+00,9.6,0.5,10.4,5540
2023/08/19 17:00:00+00,14.1,0.5,14.8,5541
2023/08/19 18:00:00+00,9.4,0,9.3,5542
2023/08/19 19:00:00+00,9.8,0,9.5,5543
2023/08/19 20:00:00+00,14,0,13.7,5544
2023/08/19 21:00:00+00,22.8,0.4,23.3,5545
2023/08/19 22:00:00+00,25.2,0.5,26,5546
2023/08/19 23:00:00+00,26.6,0.9,28,5547
2023/08/20 00:00:00+00,12.3,0,12.3,5548
2023/08/20 01:00:00+00,11.6,0,11.5,5549
2023/08/20 02:00:00+00,11.2,0,10.8,5550
2023/08/20 03:00:00+00,8.8,0,8.5,5551
2023/08/20 04:00:00+00,8.8,0,8.4,5552
2023/08/20 05:00:00+00,8.6,0,8.4,5553
2023/08/20 06:00:00+00,10.5,0,10.5,5554
2023/08/20 07:00:00+00,11.2,0.6,12.2,5555
2023/08/20 08:00:00+00,11.3,1.1,13,5556
2023/08/20 09:00:00+00,12,1.1,13.8,5557
2023/08/20 10:00:00+00,12.1,1,13.7,5558
2023/08/20 11:00:00+00,14.3,0.8,15.6,5559
2023/08/20 12:00:00+00,8.4,0.1,8.5,5560
2023/08/20 13:00:00+00,10.8,0.2,11.1,5561
2023/08/20 14:00:00+00,7.6,0.5,8.4,5562
2023/08/20 15:00:00+00,9.4,0,9.5,5563
2023/08/20 16:00:00+00,11.8,0.2,12,5564
2023/08/20 17:00:00+00,12.2,0.1,12.3,5565
2023/08/20 18:00:00+00,24.7,1.3,26.7,5566
2023/08/20 19:00:00+00,24.9,1,26.5,5567
2023/08/20 20:00:00+00,28.9,2.8,33.1,5568
2023/08/20 21:00:00+00,25.1,3.1,29.8,5569
2023/08/20 22:00:00+00,23.5,2.4,27.2,5570
2023/08/20 23:00:00+00,19.1,1.7,21.7,5571
2023/08/21 00:00:00+00,11.3,0.1,11.5,5572
2023/08/21 01:00:00+00,9.2,0,9.1,5573
2023/08/21 02:00:00+00,6,0,5.7,5574
2023/08/21 03:00:00+00,7.2,0,7,5575
2023/08/21 04:00:00+00,8.7,0,8.3,5576
2023/08/21 05:00:00+00,16,0.5,16.8,5577
